Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26)",5.53,0.0912,3.0840,0.0759,2.4474,1.96,0.95,0.69,0.06,-0.22,-1.17,-1.10,-0.95,-3.16,-0.81,98.83,52.69,0.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26)",5.53,0.0912,3.0840,0.0759,2.4474,1.96,0.95,0.69,0.06,-0.22,-1.17,-1.10,-0.95,-3.16,-0.81,98.83,52.69,0.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW36)",5.51,0.0935,3.1838,0.0804,2.4381,1.92,0.51,0.78,0.08,0.15,-0.82,-1.23,-1.54,-3.18,1.98,99.44,52.55,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW36)",5.51,0.0935,3.1838,0.0804,2.4381,1.92,0.51,0.78,0.08,0.15,-0.82,-1.23,-1.54,-3.18,1.98,99.44,52.55,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18)",4.68,0.0870,2.9119,0.0892,2.4223,1.75,0.77,0.44,0.26,-0.45,-0.94,-0.95,-1.58,-2.35,0.55,96.99,52.55,0.39,1.50,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24)",4.68,0.0870,2.9119,0.0892,2.4223,1.75,0.77,0.44,0.26,-0.45,-0.94,-0.95,-1.58,-2.35,0.55,96.99,52.55,0.39,1.50,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26)",5.55,0.0903,3.0446,0.0773,2.4141,1.70,1.24,0.69,-0.72,0.20,-0.55,-0.99,-1.22,-3.21,-0.71,98.34,52.72,0.45,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26)",5.55,0.0903,3.0446,0.0773,2.4141,1.70,1.24,0.69,-0.72,0.20,-0.55,-0.99,-1.22,-3.21,-0.71,98.34,52.72,0.45,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW36)",5.87,0.0989,3.3713,0.0795,2.4063,2.22,0.47,1.00,0.21,-0.30,-0.40,-1.32,-1.64,-3.55,0.69,99.61,52.57,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW36)",5.87,0.0989,3.3713,0.0795,2.4063,2.22,0.47,1.00,0.21,-0.30,-0.40,-1.32,-1.64,-3.55,0.69,99.61,52.57,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26)",4.91,0.0854,2.8793,0.0764,2.4044,1.79,0.72,0.64,0.03,-0.46,-0.84,-0.89,-1.36,-2.58,-0.11,98.47,52.80,0.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26)",4.91,0.0854,2.8793,0.0764,2.4044,1.79,0.72,0.64,0.03,-0.46,-0.84,-0.89,-1.36,-2.58,-0.11,98.47,52.80,0.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21)",5.29,0.0929,3.1446,0.0781,2.3798,1.77,0.99,0.99,0.21,-0.39,-1.18,-0.99,-1.30,-2.98,-0.81,98.83,52.73,0.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24)",5.29,0.0929,3.1446,0.0781,2.3798,1.77,0.99,0.99,0.21,-0.39,-1.18,-0.99,-1.30,-2.98,-0.81,98.83,52.73,0.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW36)",5.86,0.1025,3.4961,0.0856,2.3695,2.15,1.03,0.91,-0.09,-0.05,-0.85,-0.79,-1.96,-3.62,-1.05,99.41,52.80,0.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW36)",5.86,0.1025,3.4961,0.0856,2.3695,2.15,1.03,0.91,-0.09,-0.05,-0.85,-0.79,-1.96,-3.62,-1.05,99.41,52.80,0.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26)",4.91,0.0807,2.6946,0.0815,2.3455,1.25,1.19,0.42,0.02,-0.75,-0.31,-0.89,-1.20,-2.66,0.55,96.99,52.51,0.38,3.40,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26)",4.91,0.0807,2.6946,0.0815,2.3455,1.25,1.19,0.42,0.02,-0.75,-0.31,-0.89,-1.20,-2.66,0.55,96.99,52.51,0.38,3.40,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW36)",5.83,0.0986,3.3636,0.0848,2.3392,2.12,0.81,1.23,-0.23,-0.22,-0.39,-1.32,-1.64,-3.58,-1.05,99.41,52.33,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW36)",5.83,0.0986,3.3636,0.0848,2.3392,2.12,0.81,1.23,-0.23,-0.22,-0.39,-1.32,-1.64,-3.58,-1.05,99.41,52.33,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW36)",5.82,0.0996,3.4021,0.0879,2.3297,2.03,0.78,0.89,0.55,-0.15,-0.86,-1.29,-1.60,-3.58,-1.05,99.41,52.37,0.30,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW36)",5.82,0.0996,3.4021,0.0879,2.3297,2.03,0.78,0.89,0.55,-0.15,-0.86,-1.29,-1.60,-3.58,-1.05,99.41,52.37,0.30,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW36)",5.20,0.0931,3.1646,0.0868,2.3290,2.06,0.54,0.94,-0.08,-0.07,-0.95,-1.08,-1.66,-2.99,-0.06,98.85,52.31,0.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW36)",5.20,0.0931,3.1646,0.0868,2.3290,2.06,0.54,0.94,-0.08,-0.07,-0.95,-1.08,-1.66,-2.99,-0.06,98.85,52.31,0.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26)",5.01,0.0799,2.6633,0.0773,2.3281,1.79,0.74,0.04,-0.07,-0.14,-0.50,-1.12,-0.88,-2.77,0.55,96.99,52.87,0.44,4.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26)",5.01,0.0799,2.6633,0.0773,2.3281,1.79,0.74,0.04,-0.07,-0.14,-0.50,-1.12,-0.88,-2.77,0.55,96.99,52.87,0.44,4.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW36)",4.97,0.0960,3.2646,0.0885,2.3179,2.52,0.31,0.70,-0.19,0.29,-1.03,-1.17,-1.87,-2.83,-0.06,98.85,52.74,0.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW36)",4.97,0.0960,3.2646,0.0885,2.3179,2.52,0.31,0.70,-0.19,0.29,-1.03,-1.17,-1.87,-2.83,-0.06,98.85,52.74,0.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW36)",5.95,0.0972,3.3123,0.0826,2.3056,1.63,1.17,0.83,0.20,-0.18,-0.66,-0.85,-1.56,-3.77,-1.05,99.41,52.72,0.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW36)",5.95,0.0972,3.3123,0.0826,2.3056,1.63,1.17,0.83,0.20,-0.18,-0.66,-0.85,-1.56,-3.77,-1.05,99.41,52.72,0.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30)",5.65,0.0934,3.2019,0.0866,2.2949,1.93,1.02,0.52,0.28,-0.33,-0.96,-1.20,-1.02,-3.47,#N/A,100.00,52.30,0.18,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30)",5.65,0.0934,3.2019,0.0866,2.2949,1.93,1.02,0.52,0.28,-0.33,-0.96,-1.20,-1.02,-3.47,#N/A,100.00,52.30,0.18,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW36)",5.54,0.1001,3.4169,0.0819,2.2887,1.98,1.03,0.63,0.82,-0.16,-1.36,-0.71,-2.04,-3.37,0.69,99.61,52.61,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW36)",5.54,0.1001,3.4169,0.0819,2.2887,1.98,1.03,0.63,0.82,-0.16,-1.36,-0.71,-2.04,-3.37,0.69,99.61,52.61,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30,ROW36)",5.41,0.0911,3.1186,0.0864,2.2848,1.81,0.98,0.48,-0.39,-0.19,-0.13,-0.82,-1.65,-3.28,#N/A,100.00,52.27,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30,ROW36)",5.41,0.0911,3.1186,0.0864,2.2848,1.81,0.98,0.48,-0.39,-0.19,-0.13,-0.82,-1.65,-3.28,#N/A,100.00,52.27,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26)",4.89,0.0810,2.7299,0.0736,2.2836,1.55,0.81,0.74,-0.35,-0.41,-0.26,-0.81,-1.39,-2.68,-0.11,98.47,52.82,0.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26)",4.89,0.0810,2.7299,0.0736,2.2836,1.55,0.81,0.74,-0.35,-0.41,-0.26,-0.81,-1.39,-2.68,-0.11,98.47,52.82,0.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21)",5.58,0.0953,3.2195,0.0818,2.2732,2.34,0.79,0.67,-0.18,-0.06,-0.79,-0.64,-1.51,-3.40,-0.71,98.34,52.87,0.47,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24)",5.58,0.0953,3.2195,0.0818,2.2732,2.34,0.79,0.67,-0.18,-0.06,-0.79,-0.64,-1.51,-3.40,-0.71,98.34,52.87,0.47,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21)",5.21,0.0892,3.0209,0.0808,2.2722,1.62,0.94,1.24,0.20,-0.55,-0.89,-1.35,-1.02,-2.99,-0.81,98.83,52.37,0.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24)",5.21,0.0892,3.0209,0.0808,2.2722,1.62,0.94,1.24,0.20,-0.55,-0.89,-1.35,-1.02,-2.99,-0.81,98.83,52.37,0.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26)",5.16,0.0894,3.0266,0.0787,2.2610,1.60,1.52,0.84,0.15,-0.64,-1.16,-1.08,-1.02,-2.96,-0.81,98.83,52.39,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26)",5.16,0.0894,3.0266,0.0787,2.2610,1.60,1.52,0.84,0.15,-0.64,-1.16,-1.08,-1.02,-2.96,-0.81,98.83,52.39,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26)",5.10,0.0902,3.0462,0.0817,2.2604,2.19,0.85,0.21,0.48,-0.13,-1.09,-1.24,-1.11,-2.90,-0.71,98.34,52.31,0.41,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26)",5.10,0.0902,3.0462,0.0817,2.2604,2.19,0.85,0.21,0.48,-0.13,-1.09,-1.24,-1.11,-2.90,-0.71,98.34,52.31,0.41,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9)",4.95,0.0834,2.7858,0.0819,2.2596,2.03,0.29,0.65,-0.20,-0.08,-0.72,-0.74,-1.28,-2.81,0.55,96.99,53.03,0.53,2.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24)",4.95,0.0834,2.7858,0.0819,2.2596,2.03,0.29,0.65,-0.20,-0.08,-0.72,-0.74,-1.28,-2.81,0.55,96.99,53.03,0.53,2.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26)",5.36,0.0863,2.9155,0.0731,2.2589,1.72,1.01,0.73,0.03,-0.51,-0.61,-0.82,-1.14,-3.17,-0.81,98.83,52.71,0.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26)",5.36,0.0863,2.9155,0.0731,2.2589,1.72,1.01,0.73,0.03,-0.51,-0.61,-0.82,-1.14,-3.17,-0.81,98.83,52.71,0.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26)",4.93,0.0852,2.8811,0.0760,2.2569,1.25,1.28,1.17,0.05,-0.61,-0.81,-0.72,-1.64,-2.73,-0.81,98.83,52.45,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26)",4.93,0.0852,2.8811,0.0760,2.2569,1.25,1.28,1.17,0.05,-0.61,-0.81,-0.72,-1.64,-2.73,-0.81,98.83,52.45,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30,ROW36)",5.80,0.0969,3.3173,0.0851,2.2422,2.02,1.10,0.63,-0.33,0.03,-0.59,-0.61,-1.69,-3.70,#N/A,100.00,52.34,0.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30,ROW36)",5.80,0.0969,3.3173,0.0851,2.2422,2.02,1.10,0.63,-0.33,0.03,-0.59,-0.61,-1.69,-3.70,#N/A,100.00,52.34,0.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW36)",5.22,0.0882,2.9884,0.0808,2.2420,1.94,1.10,0.24,-0.38,-0.02,-0.36,-1.36,-1.22,-3.10,-0.06,98.85,52.59,0.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW36)",5.22,0.0882,2.9884,0.0808,2.2420,1.94,1.10,0.24,-0.38,-0.02,-0.36,-1.36,-1.22,-3.10,-0.06,98.85,52.59,0.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12)",4.48,0.0871,2.9379,0.0791,2.2371,2.02,0.55,0.55,0.58,-0.56,-1.20,-0.70,-1.72,-2.32,-0.11,98.47,52.84,0.41,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24)",4.48,0.0871,2.9379,0.0791,2.2371,2.02,0.55,0.55,0.58,-0.56,-1.20,-0.70,-1.72,-2.32,-0.11,98.47,52.84,0.41,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW36)",5.29,0.0910,3.0904,0.0848,2.2269,1.91,0.88,0.35,0.39,-0.51,-0.55,-1.10,-1.36,-3.20,-0.06,98.85,52.70,0.40,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW36)",5.29,0.0910,3.0904,0.0848,2.2269,1.91,0.88,0.35,0.39,-0.51,-0.55,-1.10,-1.36,-3.20,-0.06,98.85,52.70,0.40,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW36)",5.52,0.0969,3.3076,0.0818,2.2179,1.79,1.08,1.16,0.38,-0.50,-0.98,-0.84,-1.80,-3.38,0.69,99.61,52.32,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW36)",5.52,0.0969,3.3076,0.0818,2.2179,1.79,1.08,1.16,0.38,-0.50,-0.98,-0.84,-1.80,-3.38,0.69,99.61,52.32,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW36)",4.89,0.0939,3.1956,0.0904,2.2167,1.92,0.93,0.31,0.55,0.00,-1.09,-0.99,-2.01,-2.82,-0.06,98.85,52.35,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW36)",4.89,0.0939,3.1956,0.0904,2.2167,1.92,0.93,0.31,0.55,0.00,-1.09,-0.99,-2.01,-2.82,-0.06,98.85,52.35,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26)",4.64,0.0842,2.8407,0.0791,2.2129,1.69,0.86,0.59,0.70,-0.67,-1.26,-0.94,-1.25,-2.49,-0.11,98.47,52.51,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26)",4.64,0.0842,2.8407,0.0791,2.2129,1.69,0.86,0.59,0.70,-0.67,-1.26,-0.94,-1.25,-2.49,-0.11,98.47,52.51,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW36)",5.61,0.0950,3.2422,0.0851,2.2045,1.46,1.44,1.18,-0.02,-0.22,-0.76,-0.70,-1.92,-3.52,-1.05,99.41,52.37,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW36)",5.61,0.0950,3.2422,0.0851,2.2045,1.46,1.44,1.18,-0.02,-0.22,-0.76,-0.70,-1.92,-3.52,-1.05,99.41,52.37,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30)",5.64,0.0926,3.1680,0.0825,2.2011,2.13,0.80,0.62,-0.14,-0.34,-0.27,-1.27,-1.06,-3.55,#N/A,100.00,52.56,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30)",5.64,0.0926,3.1680,0.0825,2.2011,2.13,0.80,0.62,-0.14,-0.34,-0.27,-1.27,-1.06,-3.55,#N/A,100.00,52.56,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21)",5.46,0.0884,2.9883,0.0758,2.1995,1.43,1.38,0.96,0.18,-0.55,-1.00,-0.96,-0.80,-3.32,-0.81,98.83,52.76,0.39,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24)",5.46,0.0884,2.9883,0.0758,2.1995,1.43,1.38,0.96,0.18,-0.55,-1.00,-0.96,-0.80,-3.32,-0.81,98.83,52.76,0.39,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30)",5.38,0.0888,3.0435,0.0882,2.1983,2.06,0.86,0.24,-0.34,0.18,-0.59,-1.41,-0.78,-3.38,#N/A,100.00,52.63,0.26,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW30)",5.38,0.0888,3.0435,0.0882,2.1983,2.06,0.86,0.24,-0.34,0.18,-0.59,-1.41,-0.78,-3.38,#N/A,100.00,52.63,0.26,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30)",5.84,0.0898,3.0712,0.0848,2.1937,1.82,1.25,0.35,-0.09,-0.59,-0.19,-0.82,-1.04,-3.79,#N/A,100.00,52.66,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30)",5.84,0.0898,3.0712,0.0848,2.1937,1.82,1.25,0.35,-0.09,-0.59,-0.19,-0.82,-1.04,-3.79,#N/A,100.00,52.66,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30)",5.81,0.0906,3.0995,0.0825,2.1934,1.81,1.10,0.55,-0.06,-0.36,-0.69,-0.75,-0.94,-3.77,#N/A,100.00,52.61,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30)",5.81,0.0906,3.0995,0.0825,2.1934,1.81,1.10,0.55,-0.06,-0.36,-0.69,-0.75,-0.94,-3.77,#N/A,100.00,52.61,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30)",5.52,0.0892,3.0547,0.0838,2.1902,1.53,1.22,0.92,-0.19,-0.58,-0.39,-0.95,-1.22,-3.46,#N/A,100.00,52.34,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30)",5.52,0.0892,3.0547,0.0838,2.1902,1.53,1.22,0.92,-0.19,-0.58,-0.39,-0.95,-1.22,-3.46,#N/A,100.00,52.34,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW36)",5.75,0.0957,3.2641,0.0798,2.1874,1.52,1.14,1.21,0.31,-0.20,-1.05,-0.60,-1.70,-3.68,0.69,99.61,52.62,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW36)",5.75,0.0957,3.2641,0.0798,2.1874,1.52,1.14,1.21,0.31,-0.20,-1.05,-0.60,-1.70,-3.68,0.69,99.61,52.62,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",6.17,0.0931,3.1922,0.0857,2.1833,1.45,1.30,0.84,0.15,-0.32,-0.47,-0.97,-0.97,-4.11,#N/A,100.00,52.17,0.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30,ROW36)",6.17,0.0931,3.1922,0.0857,2.1833,1.45,1.30,0.84,0.15,-0.32,-0.47,-0.97,-0.97,-4.11,#N/A,100.00,52.17,0.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30,ROW36)",5.16,0.0907,3.1071,0.0867,2.1823,1.78,0.87,0.55,-0.02,0.04,-0.72,-0.78,-1.73,-3.12,#N/A,100.00,52.09,0.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30,ROW36)",5.16,0.0907,3.1071,0.0867,2.1823,1.78,0.87,0.55,-0.02,0.04,-0.72,-0.78,-1.73,-3.12,#N/A,100.00,52.09,0.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW36)",5.06,0.0921,3.1368,0.0827,2.1813,1.67,1.00,0.81,0.54,-0.55,-0.62,-1.09,-1.87,-2.98,1.98,99.44,52.32,0.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW36)",5.06,0.0921,3.1368,0.0827,2.1813,1.67,1.00,0.81,0.54,-0.55,-0.62,-1.09,-1.87,-2.98,1.98,99.44,52.32,0.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30,ROW36)",5.37,0.0911,3.1255,0.0895,2.1796,1.78,0.84,0.33,0.61,-0.36,-0.93,-0.57,-1.47,-3.36,#N/A,100.00,52.07,0.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30,ROW36)",5.37,0.0911,3.1255,0.0895,2.1796,1.78,0.84,0.33,0.61,-0.36,-0.93,-0.57,-1.47,-3.36,#N/A,100.00,52.07,0.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9)",4.89,0.0828,2.7931,0.0765,2.1792,1.64,0.51,1.20,0.01,-0.79,-0.43,-0.90,-1.15,-2.79,-0.11,98.47,52.89,0.43,1.00,100.00
