Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW36)",2.84,0.0917,3.1269,0.0807,3.3733,0.83,-0.42,-0.90,-1.20,-1.22,-1.86,-1.03,-2.28,-0.20,-8.47,99.10,51.53,0.42,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26)",3.95,0.0872,2.9405,0.0583,3.3565,0.45,0.05,-0.46,-0.58,-1.20,-1.35,-1.41,-2.36,-0.95,-5.82,97.97,51.15,0.51,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26)",3.95,0.0872,2.9405,0.0583,3.3565,0.45,0.05,-0.46,-0.58,-1.20,-1.35,-1.41,-2.36,-0.95,-5.82,97.97,51.15,0.51,1.00,100.00
IQS Rank,3.84,0.0680,2.0951,0.0769,3.3234,1.04,-1.18,-1.57,-1.62,-2.59,-2.19,-1.07,-1.25,-0.74,0.01,81.26,"1,535.52",141.23,1.00,"3,000.00"
% Tgt Average,4.09,0.0775,2.3713,0.0577,3.3135,0.34,-0.65,-1.61,-1.21,-0.66,-2.23,-2.59,-1.74,-0.87,-0.24,79.40,24.48,30.15,-100.00,"101,464.28"
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12)",3.78,0.0964,3.2609,0.0716,3.3132,1.14,-0.02,-0.95,-1.00,-1.28,-0.85,-1.61,-2.44,-0.87,-5.82,97.97,51.50,0.55,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24)",3.78,0.0964,3.2609,0.0716,3.3132,1.14,-0.02,-0.95,-1.00,-1.28,-0.85,-1.61,-2.44,-0.87,-5.82,97.97,51.50,0.55,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW36)",2.69,0.0882,3.0053,0.0759,3.2790,0.71,-0.54,-0.32,-1.32,-1.66,-1.28,-1.01,-2.64,-0.09,-8.47,99.10,51.31,0.50,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW36)",2.69,0.0882,3.0053,0.0759,3.2790,0.71,-0.54,-0.32,-1.32,-1.66,-1.28,-1.01,-2.64,-0.09,-8.47,99.10,51.31,0.50,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW36)",3.38,0.0900,3.0645,0.0843,3.2708,0.27,-0.03,-0.80,-0.90,-1.95,-1.07,-1.70,-1.30,-0.75,-5.10,98.57,51.28,0.78,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW36)",3.38,0.0900,3.0645,0.0843,3.2708,0.27,-0.03,-0.80,-0.90,-1.95,-1.07,-1.70,-1.30,-0.75,-5.10,98.57,51.28,0.78,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26)",3.50,0.0876,2.9437,0.0721,3.2474,1.10,-0.35,-0.99,-0.51,-1.30,-1.75,-1.26,-1.81,-0.73,-4.56,96.83,51.50,0.58,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26)",3.50,0.0876,2.9437,0.0721,3.2474,1.10,-0.35,-0.99,-0.51,-1.30,-1.75,-1.26,-1.81,-0.73,-4.56,96.83,51.50,0.58,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW36)",2.96,0.0952,3.2545,0.0841,3.2277,0.62,-0.01,-0.78,-1.52,-1.22,-1.65,-1.20,-2.04,-0.42,-8.47,99.10,51.57,0.44,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW36)",2.96,0.0952,3.2545,0.0841,3.2277,0.62,-0.01,-0.78,-1.52,-1.22,-1.65,-1.20,-2.04,-0.42,-8.47,99.10,51.57,0.44,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW36)",2.59,0.0854,2.9035,0.0811,3.2237,0.30,-0.16,-0.71,-1.10,-1.56,-1.21,-1.64,-1.99,-0.14,-5.10,98.57,51.26,0.59,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW36)",2.59,0.0854,2.9035,0.0811,3.2237,0.30,-0.16,-0.71,-1.10,-1.56,-1.21,-1.64,-1.99,-0.14,-5.10,98.57,51.26,0.59,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9)",4.03,0.0898,3.0151,0.0623,3.1987,0.44,-0.20,0.34,-0.55,-1.53,-1.17,-2.03,-1.60,-1.12,-4.56,96.83,51.05,0.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24)",4.03,0.0898,3.0151,0.0623,3.1987,0.44,-0.20,0.34,-0.55,-1.53,-1.17,-2.03,-1.60,-1.12,-4.56,96.83,51.05,0.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18)",3.77,0.0938,3.1517,0.0649,3.1401,1.33,-0.50,-0.11,-0.69,-1.16,-1.53,-2.01,-1.85,-0.94,-4.56,96.83,51.29,0.58,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24)",3.77,0.0938,3.1517,0.0649,3.1401,1.33,-0.50,-0.11,-0.69,-1.16,-1.53,-2.01,-1.85,-0.94,-4.56,96.83,51.29,0.58,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW36)",2.83,0.0910,3.0915,0.0740,3.1060,0.72,-0.18,-0.56,-1.32,-1.36,-1.22,-1.47,-2.35,-0.29,-5.10,98.57,51.16,0.67,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW36)",2.83,0.0910,3.0915,0.0740,3.1060,0.72,-0.18,-0.56,-1.32,-1.36,-1.22,-1.47,-2.35,-0.29,-5.10,98.57,51.16,0.67,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26)",4.24,0.0909,3.0731,0.0632,3.0987,1.10,-0.03,-0.64,-0.63,-0.91,-1.52,-1.36,-1.97,-1.47,-7.15,98.24,51.59,0.42,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26)",4.24,0.0909,3.0731,0.0632,3.0987,1.10,-0.03,-0.64,-0.63,-0.91,-1.52,-1.36,-1.97,-1.47,-7.15,98.24,51.59,0.42,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW36)",3.07,0.0939,3.1930,0.0780,3.0855,0.95,-0.34,-0.26,-1.80,-0.80,-1.39,-2.10,-1.71,-0.55,-5.10,98.57,51.42,0.49,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW36)",3.07,0.0939,3.1930,0.0780,3.0855,0.95,-0.34,-0.26,-1.80,-0.80,-1.39,-2.10,-1.71,-0.55,-5.10,98.57,51.42,0.49,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW36)",2.40,0.0886,3.0177,0.0872,3.0800,0.48,0.14,-0.66,-1.58,-1.52,-1.64,-1.38,-1.83,-0.06,-5.10,98.57,51.52,0.49,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW36)",2.40,0.0886,3.0177,0.0872,3.0800,0.48,0.14,-0.66,-1.58,-1.52,-1.64,-1.38,-1.83,-0.06,-5.10,98.57,51.52,0.49,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW36)",2.67,0.0875,2.9702,0.0721,3.0681,0.74,-0.42,-0.09,-1.46,-1.84,-1.14,-1.02,-2.53,-0.20,-5.10,98.57,51.16,0.51,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW36)",2.67,0.0875,2.9702,0.0721,3.0681,0.74,-0.42,-0.09,-1.46,-1.84,-1.14,-1.02,-2.53,-0.20,-5.10,98.57,51.16,0.51,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9)",4.08,0.0906,3.0575,0.0599,3.0609,0.52,0.12,-0.32,-0.62,-1.25,-0.88,-1.73,-2.03,-1.31,-5.82,97.97,51.11,0.65,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24)",4.08,0.0906,3.0575,0.0599,3.0609,0.52,0.12,-0.32,-0.62,-1.25,-0.88,-1.73,-2.03,-1.31,-5.82,97.97,51.11,0.65,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26)",4.19,0.0904,3.0542,0.0579,3.0431,0.43,0.56,-0.45,-0.80,-0.32,-1.78,-1.45,-2.18,-1.43,-7.15,98.24,51.41,0.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26)",4.19,0.0904,3.0542,0.0579,3.0431,0.43,0.56,-0.45,-0.80,-0.32,-1.78,-1.45,-2.18,-1.43,-7.15,98.24,51.41,0.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW36)",2.86,0.0919,3.1289,0.0707,3.0355,1.04,-0.04,-0.95,-1.18,-1.55,-1.21,-1.12,-2.51,-0.40,-8.47,99.10,51.40,0.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW36)",2.86,0.0919,3.1289,0.0707,3.0355,1.04,-0.04,-0.95,-1.18,-1.55,-1.21,-1.12,-2.51,-0.40,-8.47,99.10,51.40,0.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW36)",2.89,0.0937,3.1975,0.0918,3.0027,0.63,0.00,-0.65,-1.47,-1.33,-1.84,-1.35,-1.35,-0.67,-5.10,98.57,51.61,0.59,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW36)",2.89,0.0937,3.1975,0.0918,3.0027,0.63,0.00,-0.65,-1.47,-1.33,-1.84,-1.35,-1.35,-0.67,-5.10,98.57,51.61,0.59,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW36)",2.85,0.0916,3.1170,0.0699,2.9981,0.76,0.07,-0.66,-1.39,-1.27,-1.05,-1.73,-2.24,-0.37,-8.47,99.10,51.21,0.56,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW36)",2.85,0.0916,3.1170,0.0699,2.9981,0.76,0.07,-0.66,-1.39,-1.27,-1.05,-1.73,-2.24,-0.37,-8.47,99.10,51.21,0.56,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW36)",3.00,0.0890,3.0276,0.0682,2.9823,0.85,-0.05,-0.70,-1.43,-1.28,-1.55,-0.83,-2.24,-0.57,-8.47,99.10,51.23,0.44,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW36)",3.00,0.0890,3.0276,0.0682,2.9823,0.85,-0.05,-0.70,-1.43,-1.28,-1.55,-0.83,-2.24,-0.57,-8.47,99.10,51.23,0.44,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW36)",3.59,0.0917,3.1236,0.0680,2.9527,1.00,-0.09,-0.50,-1.40,-1.06,-1.41,-1.39,-1.88,-1.08,-8.62,99.23,51.53,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW36)",3.59,0.0917,3.1236,0.0680,2.9527,1.00,-0.09,-0.50,-1.40,-1.06,-1.41,-1.39,-1.88,-1.08,-8.62,99.23,51.53,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW36)",2.86,0.0878,2.9942,0.0783,2.9069,0.51,0.41,-0.93,-0.99,-1.57,-1.51,-1.39,-1.81,-0.56,-6.71,99.08,51.67,0.42,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW36)",2.86,0.0878,2.9942,0.0783,2.9069,0.51,0.41,-0.93,-0.99,-1.57,-1.51,-1.39,-1.81,-0.56,-6.71,99.08,51.67,0.42,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW36)",2.32,0.0908,3.0838,0.0751,2.9056,0.87,0.37,-0.63,-1.82,-1.61,-1.16,-1.19,-2.64,-0.08,-5.10,98.57,51.36,0.42,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW36)",2.32,0.0908,3.0838,0.0751,2.9056,0.87,0.37,-0.63,-1.82,-1.61,-1.16,-1.19,-2.64,-0.08,-5.10,98.57,51.36,0.42,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21)",4.06,0.0902,3.0486,0.0588,2.8991,0.36,0.25,0.03,-0.69,-0.46,-1.30,-1.71,-2.26,-1.44,-7.15,98.24,51.20,0.62,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24)",4.06,0.0902,3.0486,0.0588,2.8991,0.36,0.25,0.03,-0.69,-0.46,-1.30,-1.71,-2.26,-1.44,-7.15,98.24,51.20,0.62,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18)",3.35,0.0937,3.1641,0.0624,2.8798,1.31,-0.41,-0.12,-0.89,-1.17,-1.09,-1.33,-2.92,-0.81,-5.82,97.97,51.30,0.47,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24)",3.35,0.0937,3.1641,0.0624,2.8798,1.31,-0.41,-0.12,-0.89,-1.17,-1.09,-1.33,-2.92,-0.81,-5.82,97.97,51.30,0.47,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21)",4.31,0.0910,3.0804,0.0637,2.8696,0.47,-0.20,0.54,-0.52,-1.39,-1.56,-0.68,-2.13,-1.74,-7.15,98.24,51.34,0.71,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24)",4.31,0.0910,3.0804,0.0637,2.8696,0.47,-0.20,0.54,-0.52,-1.39,-1.56,-0.68,-2.13,-1.74,-7.15,98.24,51.34,0.71,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW36)",3.17,0.0915,3.1212,0.0755,2.8561,1.36,-0.44,-0.55,-1.15,-1.45,-1.59,-1.36,-1.63,-0.94,-8.62,99.23,51.69,0.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW36)",3.17,0.0915,3.1212,0.0755,2.8561,1.36,-0.44,-0.55,-1.15,-1.45,-1.59,-1.36,-1.63,-0.94,-8.62,99.23,51.69,0.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW36)",2.38,0.0940,3.2040,0.0731,2.8077,1.11,-0.22,-0.40,-1.13,-1.68,-1.06,-1.51,-2.65,-0.13,-8.47,99.10,51.42,0.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW36)",2.38,0.0940,3.2040,0.0731,2.8077,1.11,-0.22,-0.40,-1.13,-1.68,-1.06,-1.51,-2.65,-0.13,-8.47,99.10,51.42,0.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26)",3.90,0.0865,2.9223,0.0611,2.8049,0.82,-0.36,0.31,-0.87,-1.06,-1.38,-1.15,-1.97,-1.46,-7.15,98.24,51.35,0.52,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26)",3.90,0.0865,2.9223,0.0611,2.8049,0.82,-0.36,0.31,-0.87,-1.06,-1.38,-1.15,-1.97,-1.46,-7.15,98.24,51.35,0.52,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW36)",3.49,0.0916,3.1198,0.0680,2.8018,1.03,-0.39,-0.13,-1.41,-1.07,-1.35,-1.15,-2.07,-1.10,-8.62,99.23,51.35,0.53,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW36)",3.49,0.0916,3.1198,0.0680,2.8018,1.03,-0.39,-0.13,-1.41,-1.07,-1.35,-1.15,-2.07,-1.10,-8.62,99.23,51.35,0.53,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21)",4.29,0.0872,2.9459,0.0653,2.7945,0.16,-0.02,0.52,-0.53,-1.37,-1.37,-0.63,-1.94,-1.85,-6.43,97.85,51.26,0.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24)",4.29,0.0872,2.9459,0.0653,2.7945,0.16,-0.02,0.52,-0.53,-1.37,-1.37,-0.63,-1.94,-1.85,-6.43,97.85,51.26,0.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW36)",3.36,0.0920,3.1384,0.0745,2.7789,0.76,-0.13,-0.19,-1.04,-1.47,-1.71,-1.04,-1.81,-1.05,-8.62,99.23,51.47,0.61,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW36)",3.36,0.0920,3.1384,0.0745,2.7789,0.76,-0.13,-0.19,-1.04,-1.47,-1.71,-1.04,-1.81,-1.05,-8.62,99.23,51.47,0.61,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",3.41,0.0891,3.0307,0.0654,2.7657,1.19,-0.27,-0.67,-1.35,-0.76,-1.53,-1.14,-1.95,-1.08,-8.62,99.23,51.35,0.41,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW36)",3.41,0.0891,3.0307,0.0654,2.7657,1.19,-0.27,-0.67,-1.35,-0.76,-1.53,-1.14,-1.95,-1.08,-8.62,99.23,51.35,0.41,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26)",3.78,0.0869,2.9360,0.0564,2.7619,0.64,0.28,-0.21,-0.74,-0.36,-1.74,-1.47,-2.19,-1.31,-7.15,98.24,51.23,0.46,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26)",3.78,0.0869,2.9360,0.0564,2.7619,0.64,0.28,-0.21,-0.74,-0.36,-1.74,-1.47,-2.19,-1.31,-7.15,98.24,51.23,0.46,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26)",3.84,0.0854,2.8799,0.0638,2.7501,0.96,0.18,-0.86,-0.03,-1.38,-1.25,-1.66,-1.47,-1.46,-6.43,97.85,51.52,0.46,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26)",3.84,0.0854,2.8799,0.0638,2.7501,0.96,0.18,-0.86,-0.03,-1.38,-1.25,-1.66,-1.47,-1.46,-6.43,97.85,51.52,0.46,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW36)",2.97,0.0847,2.8851,0.0739,2.7497,0.55,0.24,-0.61,-1.45,-1.47,-0.77,-1.62,-1.72,-0.78,-6.71,99.08,51.39,0.53,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW36)",2.97,0.0847,2.8851,0.0739,2.7497,0.55,0.24,-0.61,-1.45,-1.47,-0.77,-1.62,-1.72,-0.78,-6.71,99.08,51.39,0.53,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26)",3.89,0.0812,2.7378,0.0620,2.7291,0.46,0.18,-0.23,-0.73,-0.84,-1.63,-0.97,-1.64,-1.56,-6.43,97.85,51.23,0.56,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26)",3.89,0.0812,2.7378,0.0620,2.7291,0.46,0.18,-0.23,-0.73,-0.84,-1.63,-0.97,-1.64,-1.56,-6.43,97.85,51.23,0.56,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW36)",2.82,0.0897,3.0521,0.0695,2.7148,1.25,-0.08,-0.70,-1.43,-1.08,-1.02,-1.94,-1.99,-0.64,-6.71,99.08,51.49,0.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW36)",2.82,0.0897,3.0521,0.0695,2.7148,1.25,-0.08,-0.70,-1.43,-1.08,-1.02,-1.94,-1.99,-0.64,-6.71,99.08,51.49,0.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21)",4.00,0.0959,3.2487,0.0682,2.7114,1.22,0.36,-0.62,-0.81,-0.87,-1.06,-1.35,-2.31,-1.62,-7.15,98.24,51.61,0.51,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24)",4.00,0.0959,3.2487,0.0682,2.7114,1.22,0.36,-0.62,-0.81,-0.87,-1.06,-1.35,-2.31,-1.62,-7.15,98.24,51.61,0.51,1.00,100.00
